order_id,order_date,ship_mode,segment,country,city,state,region,category,sub_category,product_id,cost_price,sale_price,quantity,discount_percent,year,month,cost,sales,profit
3852,2022-03-17,Same Day,Home Office,United States,Quincy,Massachusetts,East,Furniture,Furnishings,FUR-FU-10004006,80,90,2,2,2022,3,160,176.4,16.400000000000006
3853,2023-10-14,First Class,Consumer,United States,Rockford,Illinois,Central,Office Supplies,Binders,OFF-BI-10001524,30,30,8,4,2023,10,240,230.39999999999998,-9.600000000000023
3854,2022-10-27,Standard Class,Home Office,United States,San Francisco,California,West,Furniture,Furnishings,FUR-FU-10004164,0,0,1,2,2022,10,0,0.0,0.0
3855,2023-12-05,Standard Class,Home Office,United States,San Francisco,California,West,Office Supplies,Storage,OFF-ST-10002957,30,30,5,3,2023,12,150,145.5,-4.5
3856,2022-02-13,Second Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Binders,OFF-BI-10004364,0,0,3,4,2022,2,0,0.0,0.0
3857,2023-12-11,Second Class,Consumer,United States,San Antonio,Texas,Central,Technology,Phones,TEC-PH-10002824,660,820,5,3,2023,12,3300,3977.0,677.0
3858,2022-08-24,Second Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Art,OFF-AR-10000634,10,10,3,2,2022,8,30,29.4,-0.6000000000000014
3859,2022-12-03,Same Day,Consumer,United States,Thornton,Colorado,West,Technology,Accessories,TEC-AC-10001539,400,450,7,2,2022,12,2800,3087.0,287.0
3860,2022-07-07,Standard Class,Home Office,United States,Chicago,Illinois,Central,Furniture,Tables,FUR-TA-10001932,410,480,3,2,2022,7,1230,1411.2,181.20000000000005
3861,2023-05-26,Standard Class,Home Office,United States,Chicago,Illinois,Central,Technology,Phones,TEC-PH-10002789,110,120,1,3,2023,5,110,116.39999999999999,6.3999999999999915
3862,2023-05-02,Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Binders,OFF-BI-10004828,30,40,3,2,2023,5,90,117.6,27.599999999999994
3863,2023-05-05,Standard Class,Consumer,United States,Yonkers,New York,East,Office Supplies,Binders,OFF-BI-10003981,10,10,3,3,2023,5,30,29.099999999999998,-0.9000000000000021
3864,2022-10-21,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Art,OFF-AR-10001770,10,10,4,4,2022,10,40,38.4,-1.6000000000000014
3865,2023-04-11,Standard Class,Consumer,United States,Champaign,Illinois,Central,Furniture,Furnishings,FUR-FU-10004904,120,150,5,2,2023,4,600,735.0,135.0
3866,2023-01-19,Second Class,Consumer,United States,San Francisco,California,West,Technology,Accessories,TEC-AC-10002842,190,240,2,5,2023,1,380,456.0,76.0
3867,2023-02-20,Second Class,Consumer,United States,Lawrence,Indiana,Central,Technology,Accessories,TEC-AC-10003590,150,160,6,5,2023,2,900,912.0,12.0
3868,2023-01-20,Second Class,Consumer,United States,San Diego,California,West,Technology,Accessories,TEC-AC-10000710,120,150,9,3,2023,1,1080,1309.5,229.5
3869,2023-06-27,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,FUR-CH-10004495,210,240,1,3,2023,6,210,232.79999999999998,22.799999999999983
3870,2023-04-29,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,FUR-CH-10004540,160,190,7,3,2023,4,1120,1290.1,170.0999999999999
3871,2023-07-05,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Paper,OFF-PA-10004971,10,10,2,4,2023,7,20,19.2,-0.8000000000000007
3872,2022-02-06,Second Class,Consumer,United States,San Diego,California,West,Office Supplies,Envelopes,OFF-EN-10002600,10,10,4,4,2022,2,40,38.4,-1.6000000000000014
3873,2023-04-01,Second Class,Consumer,United States,San Diego,California,West,Furniture,Chairs,FUR-CH-10001854,700,840,3,2,2023,4,2100,2469.6,369.5999999999999
3874,2023-03-03,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Envelopes,OFF-EN-10001099,20,20,3,2,2023,3,60,58.8,-1.2000000000000028
3875,2023-05-23,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Binders,OFF-BI-10001597,90,90,7,2,2023,5,630,617.4,-12.600000000000023
3876,2022-09-01,Second Class,Consumer,United States,Johnson City,Tennessee,South,Technology,Phones,TEC-PH-10002660,100,110,2,5,2022,9,200,209.0,9.0
3877,2023-01-16,Second Class,Consumer,United States,Johnson City,Tennessee,South,Office Supplies,Paper,OFF-PA-10000327,10,10,3,2,2023,1,30,29.4,-0.6000000000000014
3878,2023-12-14,Standard Class,Consumer,United States,Tampa,Florida,South,Office Supplies,Binders,OFF-BI-10001191,40,40,5,4,2023,12,200,192.0,-8.0
3879,2022-05-27,First Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,OFF-ST-10003455,50,50,4,2,2022,5,200,196.0,-4.0
3880,2022-11-08,First Class,Corporate,United States,Decatur,Illinois,Central,Office Supplies,Storage,OFF-ST-10001031,40,50,4,4,2022,11,160,192.0,32.0
3881,2022-09-22,Standard Class,Consumer,United States,Gilbert,Arizona,West,Office Supplies,Paper,OFF-PA-10002245,10,10,2,2,2022,9,20,19.6,-0.3999999999999986
3882,2023-09-26,Standard Class,Consumer,United States,Gilbert,Arizona,West,Office Supplies,Storage,OFF-ST-10004804,70,80,2,4,2023,9,140,153.6,13.599999999999994
3883,2022-01-31,Standard Class,Consumer,United States,Gilbert,Arizona,West,Furniture,Furnishings,FUR-FU-10004904,320,360,6,4,2022,1,1920,2073.6,153.5999999999999
3884,2023-12-18,Standard Class,Consumer,United States,Gilbert,Arizona,West,Furniture,Furnishings,FUR-FU-10002396,40,40,4,2,2023,12,160,156.8,-3.1999999999999886
3885,2023-11-04,Standard Class,Corporate,United States,Knoxville,Tennessee,South,Office Supplies,Art,OFF-AR-10002833,0,0,3,3,2023,11,0,0.0,0.0
3886,2022-10-14,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Binders,OFF-BI-10001072,10,10,4,4,2022,10,40,38.4,-1.6000000000000014
3887,2022-10-25,Second Class,Consumer,United States,Bloomington,Indiana,Central,Technology,Phones,TEC-PH-10003171,110,130,3,2,2022,10,330,382.2,52.19999999999999
3888,2023-12-12,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Art,OFF-AR-10004511,10,10,2,3,2023,12,20,19.4,-0.6000000000000014
3889,2022-01-29,Standard Class,Consumer,United States,Roswell,Georgia,South,Technology,Phones,TEC-PH-10001425,200,240,3,3,2022,1,600,698.4,98.39999999999998
3890,2022-07-23,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Storage,OFF-ST-10001490,300,360,2,3,2022,7,600,698.4,98.39999999999998
3891,2022-08-21,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10003033,550,660,2,4,2022,8,1100,1267.2,167.20000000000005
3892,2022-07-21,Standard Class,Corporate,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10001394,1510,1680,6,2,2022,7,9060,9878.4,818.3999999999996
3893,2023-01-17,Standard Class,Corporate,United States,Los Angeles,California,West,Technology,Accessories,TEC-AC-10000420,480,560,8,4,2023,1,3840,4300.8,460.8000000000002
3894,2023-11-07,Standard Class,Consumer,United States,Houston,Texas,Central,Technology,Accessories,TEC-AC-10004901,230,280,7,2,2023,11,1610,1920.8,310.79999999999995
3895,2023-10-09,Standard Class,Home Office,United States,Bolingbrook,Illinois,Central,Office Supplies,Binders,OFF-BI-10002571,10,10,5,2,2023,10,50,49.0,-1.0
3896,2023-11-07,Standard Class,Home Office,United States,Texarkana,Arkansas,South,Technology,Accessories,TEC-AC-10002331,40,50,5,2,2023,11,200,245.0,45.0
3897,2023-02-02,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Fasteners,OFF-FA-10000611,0,0,3,4,2023,2,0,0.0,0.0
3898,2022-10-04,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,OFF-PA-10000304,20,20,3,4,2022,10,60,57.599999999999994,-2.4000000000000057
3899,2022-04-25,Standard Class,Consumer,United States,Edinburg,Texas,Central,Office Supplies,Fasteners,OFF-FA-10000611,0,0,2,5,2022,4,0,0.0,0.0
3900,2022-06-03,First Class,Consumer,United States,Toledo,Ohio,East,Technology,Accessories,TEC-AC-10002567,110,130,2,3,2022,6,220,252.2,32.19999999999999
3901,2022-11-18,Standard Class,Corporate,United States,Baytown,Texas,Central,Office Supplies,Paper,OFF-PA-10001937,10,10,2,5,2022,11,20,19.0,-1.0
3902,2022-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,TEC-AC-10001090,40,50,2,3,2022,11,80,97.0,17.0
3903,2022-05-04,Second Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Storage,OFF-ST-10000943,250,270,14,4,2022,5,3500,3628.7999999999997,128.79999999999973
3904,2023-10-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Appliances,OFF-AP-10004036,80,100,7,5,2023,10,560,665.0,105.0
3905,2022-02-18,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,OFF-ST-10003816,470,560,4,3,2022,2,1880,2172.7999999999997,292.7999999999997
3906,2023-08-08,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Office Supplies,Binders,OFF-BI-10002072,10,10,4,5,2023,8,40,38.0,-2.0
3907,2023-07-26,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10001468,490,550,4,5,2023,7,1960,2090.0,130.0
3908,2023-02-02,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,TEC-PH-10000347,10,10,5,4,2023,2,50,48.0,-2.0
3909,2023-11-29,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Technology,Phones,TEC-PH-10002844,40,40,2,2,2023,11,80,78.4,-1.5999999999999943
3910,2023-05-19,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Furnishings,FUR-FU-10001037,10,10,1,2,2023,5,10,9.8,-0.1999999999999993
3911,2022-07-03,Standard Class,Home Office,United States,Philadelphia,Pennsylvania,East,Furniture,Bookcases,FUR-BO-10004218,280,350,5,2,2022,7,1400,1715.0,315.0
3912,2022-03-08,First Class,Consumer,United States,Pearland,Texas,Central,Technology,Phones,TEC-PH-10001619,420,470,3,3,2022,3,1260,1367.7,107.70000000000005
3913,2022-09-08,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10001639,20,20,3,4,2022,9,60,57.599999999999994,-2.4000000000000057
3914,2022-02-23,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10002268,10,10,2,3,2022,2,20,19.4,-0.6000000000000014
3915,2022-06-30,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Tables,FUR-TA-10001932,750,800,5,3,2022,6,3750,3880.0,130.0
3916,2022-02-14,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,FUR-CH-10004218,140,160,2,5,2022,2,280,304.0,24.0
3917,2023-05-04,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Paper,OFF-PA-10000246,20,20,2,2,2023,5,40,39.2,-0.7999999999999972
3918,2022-06-27,Standard Class,Consumer,United States,Phoenix,Arizona,West,Office Supplies,Binders,OFF-BI-10003350,10,10,4,3,2022,6,40,38.8,-1.2000000000000028
3919,2022-12-16,Standard Class,Consumer,United States,Phoenix,Arizona,West,Furniture,Chairs,FUR-CH-10000513,270,310,3,4,2022,12,810,892.8,82.79999999999995
3920,2022-10-28,Standard Class,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Storage,OFF-ST-10001321,60,60,4,5,2022,10,240,228.0,-12.0
3921,2023-01-27,Standard Class,Corporate,United States,Chesapeake,Virginia,South,Office Supplies,Binders,OFF-BI-10004233,60,60,4,5,2023,1,240,228.0,-12.0
3922,2022-01-26,Second Class,Consumer,United States,Chicago,Illinois,Central,Technology,Phones,TEC-PH-10001299,310,360,3,4,2022,1,930,1036.8,106.79999999999995
3923,2022-03-03,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,OFF-PA-10002479,20,30,6,4,2022,3,120,172.79999999999998,52.79999999999998
3924,2022-02-15,Standard Class,Consumer,United States,Chicago,Illinois,Central,Office Supplies,Paper,OFF-PA-10001461,30,30,5,2,2022,2,150,147.0,-3.0
3925,2022-08-15,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,OFF-ST-10004963,30,30,2,5,2022,8,60,57.0,-3.0
3926,2023-08-26,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Storage,OFF-ST-10000943,50,60,3,4,2023,8,150,172.79999999999998,22.799999999999983
3927,2022-12-29,Standard Class,Consumer,United States,Seattle,Washington,West,Furniture,Furnishings,FUR-FU-10004671,30,40,2,2,2022,12,60,78.4,18.400000000000006
3928,2023-05-06,Standard Class,Consumer,United States,Seattle,Washington,West,Office Supplies,Binders,OFF-BI-10002735,130,140,5,5,2023,5,650,665.0,15.0
3929,2023-07-03,First Class,Consumer,United States,Harlingen,Texas,Central,Furniture,Bookcases,FUR-BO-10004409,190,240,5,2,2023,7,950,1176.0,226.0
3930,2022-07-18,First Class,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Paper,OFF-PA-10001934,10,10,1,2,2022,7,10,9.8,-0.1999999999999993
3931,2022-10-17,First Class,Consumer,United States,Harlingen,Texas,Central,Office Supplies,Art,OFF-AR-10001044,130,150,7,4,2022,10,910,1008.0,98.0
3932,2023-03-26,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10004165,10,10,3,2,2023,3,30,29.4,-0.6000000000000014
3933,2023-04-04,Standard Class,Corporate,United States,Philadelphia,Pennsylvania,East,Technology,Accessories,TEC-AC-10001109,50,50,2,5,2023,4,100,95.0,-5.0
3934,2022-05-28,Standard Class,Consumer,United States,Bakersfield,California,West,Office Supplies,Art,OFF-AR-10001919,10,10,5,3,2022,5,50,48.5,-1.5
3935,2022-02-05,Standard Class,Consumer,United States,Bakersfield,California,West,Office Supplies,Labels,OFF-LA-10004544,70,70,5,2,2022,2,350,343.0,-7.0
3936,2023-10-21,Standard Class,Consumer,United States,Bakersfield,California,West,Technology,Phones,TEC-PH-10003484,180,200,2,5,2023,10,360,380.0,20.0
3937,2023-09-26,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Envelopes,OFF-EN-10001028,20,30,3,4,2023,9,60,86.39999999999999,26.39999999999999
3938,2022-10-24,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Office Supplies,Paper,OFF-PA-10004156,30,30,3,3,2022,10,90,87.3,-2.700000000000003
3939,2023-05-20,Standard Class,Consumer,United States,Grand Prairie,Texas,Central,Furniture,Chairs,FUR-CH-10001708,190,200,2,2,2023,5,380,392.0,12.0
3940,2023-07-24,Same Day,Consumer,United States,Greenwood,Indiana,Central,Furniture,Chairs,FUR-CH-10003379,1350,1420,5,4,2023,7,6750,6816.0,66.0
3941,2022-07-22,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10002456,10,10,2,4,2022,7,20,19.2,-0.8000000000000007
3942,2022-02-17,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10000605,0,0,1,4,2022,2,0,0.0,0.0
3943,2022-05-04,Second Class,Consumer,United States,Memphis,Tennessee,South,Office Supplies,Paper,OFF-PA-10001166,20,30,5,3,2022,5,100,145.5,45.5
3944,2023-04-08,Standard Class,Consumer,United States,Buffalo,New York,East,Office Supplies,Supplies,OFF-SU-10000157,770,840,7,3,2023,4,5390,5703.599999999999,313.59999999999945
3945,2023-06-20,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10004971,20,20,3,5,2023,6,60,57.0,-3.0
3946,2022-05-23,Standard Class,Consumer,United States,Homestead,Florida,South,Office Supplies,Paper,OFF-PA-10001977,30,40,1,3,2022,5,30,38.8,8.799999999999997
3947,2022-11-08,Standard Class,Consumer,United States,Homestead,Florida,South,Office Supplies,Supplies,OFF-SU-10001225,0,0,1,3,2022,11,0,0.0,0.0
3948,2022-09-22,Standard Class,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Art,OFF-AR-10003514,10,10,2,2,2022,9,20,19.6,-0.3999999999999986
3949,2022-04-18,Standard Class,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Labels,OFF-LA-10003510,50,50,2,2,2022,4,100,98.0,-2.0
3950,2023-09-11,Standard Class,Home Office,United States,Pasadena,Texas,Central,Office Supplies,Paper,OFF-PA-10001970,20,20,2,3,2023,9,40,38.8,-1.2000000000000028
3951,2023-01-11,Standard Class,Home Office,United States,Pasadena,Texas,Central,Furniture,Chairs,FUR-CH-10003817,240,260,6,2,2023,1,1440,1528.8,88.79999999999995
3952,2022-01-20,Second Class,Consumer,United States,Freeport,New York,East,Office Supplies,Binders,OFF-BI-10003676,20,20,2,2,2022,1,40,39.2,-0.7999999999999972
3953,2022-01-22,Standard Class,Corporate,United States,Denver,Colorado,West,Technology,Phones,TEC-PH-10003535,130,160,2,4,2022,1,260,307.2,47.19999999999999
3954,2022-07-25,Standard Class,Consumer,United States,Quincy,Massachusetts,East,Office Supplies,Paper,OFF-PA-10004675,10,10,2,2,2022,7,20,19.6,-0.3999999999999986
3955,2022-12-02,Standard Class,Consumer,United States,Detroit,Michigan,Central,Furniture,Furnishings,FUR-FU-10004020,10,10,1,2,2022,12,10,9.8,-0.1999999999999993
3956,2023-12-24,Standard Class,Consumer,United States,Detroit,Michigan,Central,Office Supplies,Art,OFF-AR-10001955,70,80,4,3,2023,12,280,310.4,30.399999999999977
3957,2022-06-09,Standard Class,Consumer,United States,San Francisco,California,West,Furniture,Furnishings,FUR-FU-10002364,20,20,3,2,2022,6,60,58.8,-1.2000000000000028
3958,2022-11-17,Standard Class,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Binders,OFF-BI-10002414,10,10,3,2,2022,11,30,29.4,-0.6000000000000014
3959,2022-04-13,Standard Class,Consumer,United States,Nashville,Tennessee,South,Office Supplies,Art,OFF-AR-10003732,0,0,2,5,2022,4,0,0.0,0.0
3960,2023-02-01,Standard Class,Consumer,United States,Nashville,Tennessee,South,Furniture,Furnishings,FUR-FU-10001085,40,40,3,4,2023,2,120,115.19999999999999,-4.800000000000011
3961,2023-07-26,Standard Class,Corporate,United States,Detroit,Michigan,Central,Office Supplies,Binders,OFF-BI-10001249,30,40,6,2,2023,7,180,235.2,55.19999999999999
3962,2023-03-04,Standard Class,Corporate,United States,Detroit,Michigan,Central,Technology,Phones,TEC-PH-10002564,120,150,5,4,2023,3,600,720.0,120.0
3963,2022-02-10,First Class,Home Office,United States,Los Angeles,California,West,Office Supplies,Art,OFF-AR-10000634,10,10,3,5,2022,2,30,28.5,-1.5
3964,2022-07-26,First Class,Home Office,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10004018,40,40,3,4,2022,7,120,115.19999999999999,-4.800000000000011
3965,2022-05-27,Standard Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Art,OFF-AR-10003481,10,10,3,4,2022,5,30,28.799999999999997,-1.2000000000000028
3966,2022-01-15,Second Class,Corporate,United States,Asheville,North Carolina,South,Office Supplies,Art,OFF-AR-10003651,10,10,3,3,2022,1,30,29.099999999999998,-0.9000000000000021
3967,2022-12-23,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Art,OFF-AR-10002956,80,90,4,2,2022,12,320,352.8,32.80000000000001
3968,2022-06-28,First Class,Home Office,United States,Colorado Springs,Colorado,West,Office Supplies,Binders,OFF-BI-10003638,30,40,7,3,2022,6,210,271.59999999999997,61.599999999999966
3969,2022-09-10,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Binders,OFF-BI-10001890,10,10,8,5,2022,9,80,76.0,-4.0
3970,2023-03-20,Standard Class,Corporate,United States,San Antonio,Texas,Central,Office Supplies,Paper,OFF-PA-10002606,30,40,10,4,2023,3,300,384.0,84.0
3971,2022-12-26,Standard Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10002245,40,50,9,4,2022,12,360,432.0,72.0
3972,2022-07-05,Second Class,Home Office,United States,Sterling Heights,Michigan,Central,Office Supplies,Art,OFF-AR-10001615,70,80,4,5,2022,7,280,304.0,24.0
3973,2022-09-28,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Paper,OFF-PA-10000466,10,10,2,2,2022,9,20,19.6,-0.3999999999999986
3974,2023-08-25,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10003708,30,30,5,2,2023,8,150,147.0,-3.0
3975,2023-10-17,Standard Class,Consumer,United States,New York City,New York,East,Furniture,Furnishings,FUR-FU-10004848,350,410,8,4,2023,10,2800,3148.7999999999997,348.7999999999997
3976,2023-04-02,Standard Class,Consumer,United States,New York City,New York,East,Office Supplies,Binders,OFF-BI-10000320,30,40,7,3,2023,4,210,271.59999999999997,61.599999999999966
3977,2022-06-26,First Class,Consumer,United States,Richmond,Virginia,South,Furniture,Furnishings,FUR-FU-10003731,30,40,4,5,2022,6,120,152.0,32.0
3978,2022-10-20,Standard Class,Home Office,United States,Seattle,Washington,West,Office Supplies,Fasteners,OFF-FA-10002780,10,10,3,3,2022,10,30,29.099999999999998,-0.9000000000000021
3979,2023-02-13,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Phones,TEC-PH-10003800,70,80,2,3,2023,2,140,155.2,15.199999999999989
3980,2023-01-08,Standard Class,Corporate,United States,New York City,New York,East,Furniture,Tables,FUR-TA-10001676,50,50,2,2,2023,1,100,98.0,-2.0
3981,2023-12-22,Standard Class,Corporate,United States,New York City,New York,East,Office Supplies,Appliances,OFF-AP-10002350,50,60,3,2,2023,12,150,176.4,26.400000000000006
3982,2022-12-04,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,FUR-FU-10003096,20,20,3,3,2022,12,60,58.199999999999996,-1.8000000000000043
3983,2023-05-21,Second Class,Consumer,United States,Los Angeles,California,West,Furniture,Chairs,FUR-CH-10003061,240,290,4,3,2023,5,960,1125.2,165.20000000000005
3984,2023-05-18,Second Class,Consumer,United States,Los Angeles,California,West,Technology,Copiers,TEC-CO-10003763,2350,2800,5,2,2023,5,11750,13720.0,1970.0
3985,2022-09-17,Second Class,Consumer,United States,Los Angeles,California,West,Office Supplies,Paper,OFF-PA-10002923,40,50,1,2,2022,9,40,49.0,9.0
3986,2022-03-13,Standard Class,Consumer,United States,Lakewood,California,West,Furniture,Bookcases,FUR-BO-10003441,210,260,3,4,2022,3,630,748.8,118.79999999999995
3987,2022-01-12,Standard Class,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Storage,OFF-ST-10001780,2120,2590,4,5,2022,1,8480,9842.0,1362.0
3988,2023-12-19,Standard Class,Home Office,United States,Plainfield,New Jersey,East,Office Supplies,Appliances,OFF-AP-10001962,30,40,5,4,2023,12,150,192.0,42.0
3989,2022-08-16,Standard Class,Corporate,United States,Columbia,Tennessee,South,Furniture,Furnishings,FUR-FU-10003798,70,80,5,5,2022,8,350,380.0,30.0
3990,2022-05-11,Second Class,Consumer,United States,Woonsocket,Rhode Island,East,Furniture,Furnishings,FUR-FU-10001095,50,50,2,3,2022,5,100,97.0,-3.0
3991,2023-07-02,Standard Class,Consumer,United States,Lancaster,Pennsylvania,East,Office Supplies,Supplies,OFF-SU-10000157,270,290,3,2,2023,7,810,852.6,42.60000000000002
3992,2022-11-03,Standard Class,Corporate,United States,Tampa,Florida,South,Furniture,Furnishings,FUR-FU-10001095,50,60,3,4,2022,11,150,172.79999999999998,22.799999999999983
3993,2023-08-04,Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Supplies,OFF-SU-10004261,40,40,3,3,2023,8,120,116.39999999999999,-3.6000000000000085
3994,2022-09-01,Standard Class,Corporate,United States,Tampa,Florida,South,Office Supplies,Art,OFF-AR-10004022,140,170,6,2,2022,9,840,999.6,159.60000000000002
3995,2022-04-20,Standard Class,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Bookcases,FUR-BO-10002916,410,510,3,3,2022,4,1230,1484.1,254.0999999999999
3996,2022-07-01,Standard Class,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Chairs,FUR-CH-10002084,730,860,7,4,2022,7,5110,5779.2,669.1999999999998
3997,2023-10-03,Standard Class,Consumer,United States,Kenosha,Wisconsin,Central,Technology,Phones,TEC-PH-10003012,660,770,5,2,2023,10,3300,3773.0,473.0
3998,2023-10-02,Standard Class,Consumer,United States,Kenosha,Wisconsin,Central,Office Supplies,Art,OFF-AR-10002704,10,10,1,3,2023,10,10,9.7,-0.3000000000000007
3999,2022-12-12,Standard Class,Consumer,United States,Kenosha,Wisconsin,Central,Furniture,Furnishings,FUR-FU-10000308,310,370,6,2,2022,12,1860,2175.6,315.5999999999999
4000,2022-01-09,Second Class,Corporate,United States,Port Saint Lucie,Florida,South,Furniture,Bookcases,FUR-BO-10004709,200,230,5,5,2022,1,1000,1092.5,92.5
4001,2022-08-26,Standard Class,Home Office,United States,Seattle,Washington,West,Furniture,Furnishings,FUR-FU-10001196,50,60,11,5,2022,8,550,627.0,77.0
4002,2023-08-13,Standard Class,Home Office,United States,Seattle,Washington,West,Technology,Accessories,TEC-AC-10002942,290,350,5,4,2023,8,1450,1680.0,230.0
4003,2023-06-03,Standard Class,Consumer,United States,San Antonio,Texas,Central,Furniture,Tables,FUR-TA-10004915,520,640,3,5,2023,6,1560,1824.0,264.0
4004,2022-04-06,Standard Class,Consumer,United States,San Antonio,Texas,Central,Technology,Machines,TEC-MA-10001016,240,290,3,4,2022,4,720,835.1999999999999,115.19999999999993
4005,2022-12-20,Standard Class,Consumer,United States,San Antonio,Texas,Central,Office Supplies,Envelopes,OFF-EN-10000483,30,40,3,4,2022,12,90,115.19999999999999,25.19999999999999
4006,2022-05-21,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Art,OFF-AR-10003087,0,0,1,3,2022,5,0,0.0,0.0
4007,2023-07-05,Standard Class,Consumer,United States,Roswell,Georgia,South,Office Supplies,Paper,OFF-PA-10000520,30,30,4,3,2023,7,120,116.39999999999999,-3.6000000000000085
4008,2023-08-14,Standard Class,Consumer,United States,Roswell,Georgia,South,Technology,Accessories,TEC-AC-10001553,90,100,6,2,2023,8,540,588.0,48.0
4009,2022-09-12,Standard Class,Corporate,United States,Louisville,Colorado,West,Office Supplies,Art,OFF-AR-10000634,10,10,2,2,2022,9,20,19.6,-0.3999999999999986
4010,2022-09-18,Standard Class,Consumer,United States,Los Angeles,California,West,Furniture,Furnishings,FUR-FU-10001215,380,470,11,5,2022,9,4180,4911.5,731.5
4011,2023-07-15,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Paper,OFF-PA-10001204,10,10,2,3,2023,7,20,19.4,-0.6000000000000014
4012,2023-02-04,First Class,Consumer,United States,Philadelphia,Pennsylvania,East,Office Supplies,Storage,OFF-ST-10002444,40,40,4,4,2023,2,160,153.6,-6.400000000000006
4013,2022-07-31,Standard Class,Home Office,United States,Superior,Wisconsin,Central,Office Supplies,Art,OFF-AR-10000203,20,20,4,3,2022,7,80,77.6,-2.4000000000000057
4014,2022-01-27,Standard Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Appliances,OFF-AP-10000828,480,540,3,3,2022,1,1440,1571.3999999999999,131.39999999999986
4015,2023-02-08,Standard Class,Consumer,United States,Atlanta,Georgia,South,Office Supplies,Labels,OFF-LA-10003190,10,10,3,3,2023,2,30,29.099999999999998,-0.9000000000000021
